sitrep_no,page,line_no,line_text
27,9,15,"A Goma et à Béni : organisation des séances de sensibilisation par l’organisation IMC, pour la deuxième"
27,9,16,"vague des relais communautaires et des leaders communautaires – 155 personnes ont pris part à ces activités,"
27,9,17,dont 71 femmes.
27,9,19,En Ituri : le pilier PSEA de la réponse à la MVE a organisé une séance de briefing PSEA pour une organisation
27,9,20,"membre du réseau PSEA, sous la demande de son responsable – Ensuite, l’organisation Save the Children a"
27,9,21,"réalisé plusieurs séances de briefing PSEA dans la zone de santé de Gety – 106 personnes, dont 51 femmes"
27,9,22,ont participé à ces briefings.
27,9,24,5. PRINCIPAUX DÉFIS
27,9,25,N° Défis Impact Action requise
27,9,26,1 Réticence aux prélèvements post mortem Retard de confirmation ; Engagement communautaire
27,9,27,(swabs) sous-estimation des cas intensif ; implication des leaders
27,9,28,religieux
27,9,29,2 Capacité insuffisante en CTE normés Saturation potentielle des Accélération de la construction
27,9,30,malgré l'ouverture de Rwampara CTE existants des CTE planifiés
27,9,31,"3 Faiblesse du suivi des contacts (taux global Interruption des chaînes Formation, déploiement et"
27,9,32,"71,8%, cible 95%) de transmission motivation des relais"
27,9,33,compromise communautaires
27,9,34,4 Défaut d'approvisionnement en Fragilisation de la prise en Plaidoyer pour la dotation en MEG
27,9,35,Médicaments Essentiels Génériques charge globale
27,9,36,(MEG) dans les HGR ciblés
27,9,37,"5 Insuffisance de matériels PCI (EPI, DLM, Risque nosocomial Approvisionnement urgent"
27,9,38,chlore) au Nord-Kivu
27,9,39,6 Faible remontée des alertes dans les 3 Retard de détection des Renforcement de la surveillance
27,9,40,provinces cas communautaire
27,9,41,7 Insuffisance des ressources financières Ralentissement des Mobilisation des ressources (gap
27,9,42,"pour tous les piliers opérations de 21,5 millions USD)"
27,9,47,9
27,10,1,6. PERSPECTIVES ET ACTIONS PRIORITAIRES (24-72h)
27,10,2,Priorité Action Pilier Échéance
27,10,3,responsable
27,10,4,1 Formation des prestataires sur l'utilisation de la PCR RADIONE Laboratoire J+2
27,10,5,2 Briefing des prestataires sur la surveillance MVE et la SBC dans les Surveillance/CREC J+3
27,10,6,zones touchées et à haut risque
27,10,7,3 Briefing des agents communautaires sur la surveillance MVE et la Surveillance/CREC J+3
27,10,8,SBC (province Ituri)
27,10,9,4 Accompagnement supervisé du Directeur Général de l'INSP dans les Coordination Continu
27,10,10,piliers techniques
27,10,11,5 Rattrapage du suivi des contacts en Ituri reste encore faible Surveillance J+7
27,10,12,6 Renforcement PCI et formation du personnel à Nyankunde et autres PCI J+2
27,10,13,zones nosocomiales
27,10,14,7 Déploiement d'un tableau de bord quotidien standardisé avec KPI par Coordination J+3
27,10,15,pilier
27,10,16,8 Plan de rattrapage des échantillons en attente d'analyse au Nord-Kivu Laboratoire J+2
27,10,17,"9 Nord-Kivu : sortie du cas guéri à Goma (J+1), réponse aux incidents J+2"
27,10,18,"sécuritaires (incursion ADF), formation PCI à l'HGR Virunga,"
27,10,19,extension CREC aux ménages
27,10,20,"10 Sud-Kivu : dotation de 2 véhicules supplémentaires, installation d'un J+2"
27,10,21,"kit Internet à Miti-Murhesa, crédits de communication pour les"
27,10,22,IT/ECZS
27,10,26,Briefing des acteurs de la riposte sur la PSEA Finalisation de la crèche CTE CME Rwampara
27,10,31,10
27,11,1,Pour l’Institut National de la Santé Publique (INSP) de la RDC
27,11,2,Le Directeur Général de l’INSP
27,11,3,Dr MWAMBA KAZADI Dieudonné
27,11,5,E-mail : dieudonne.mwamba@insp.cd
27,11,6,POUR TOUTE
27,11,7,INFORMATION Tel. : +243 816 040 145
27,11,8,"SUPPLÉMENTAIRE,"
27,11,9,VEUILLEZ CONTACTER Le Coordonnateur COU-SP
27,11,10,Prof NGANDU Christian
27,11,12,E-mail : Christian.ngandu@insp.cd
27,11,13,Tél. : +243998091915
27,11,14,L’Incident Manager
27,11,15,Prof Pierre AKILIMALI
27,11,17,E-mail : pierre.akilimali@insp.cd
27,11,18,Tél. : +243815800288
27,11,23,Avec l’appui technique de l’Organisation Mondiale de la Santé (OMS) et
27,11,24,de Africa CDC
27,11,29,11
26,1,1,Centre d’Opérations d’Urgence de Santé Publique
26,1,2,« COUSP RDC »
26,1,3,Système de Gestion de l’Incident MVE-17
26,1,5,² Rapport de Situation de la 17 ème Epidémie de la Maladie à Virus EBOLA /RDC
26,1,6,SitRep N°26/MVB_09/06/2026
26,1,8,"Provinces touchées (3) ITURI, NORD-KIVU & SUD-KIVU"
26,1,9,"• Ituri (18/36) : Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,"
26,1,10,"Zones de Santé touchées Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara, Tchomia."
26,1,11,"(26) • Nord-Kivu (7/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha"
26,1,12,• Sud-Kivu (1/34) : Miti-Murhesa
26,1,13,Date de rapportage 09 juin 2026
26,1,14,Date de publication 10 juin 2026
26,1,19,"635* 127(20,0%) 260(65,0%) 30 119(30 décès) ** 61,1%"
26,1,21,Cumul cas confirmés Cumul décès parmi Patients en Cas suspects du Taux de suivi des
26,1,22,isolement - Nombre cumulé
26,1,23,pour les 3 provinces les confirmés et taux jour contacts pour les
26,1,24,hospitalisation des guéris
26,1,25,de létalité 3 provinces
26,1,26,**Les décès suspects survenus en communauté font l’objet d’une investigation approfondie en vue d’une éventuelle
26,1,27,*Données en cours d’harmonisation en vue d’intégrer les cas confirmés encore en communauté ainsi que les cas d’évasion dans le décompte global
26,1,28,reclassification comme cas probables.
26,1,31,1. FAITS SAILLANTS
26,1,33,"• En date du 09 juin 2026, 37 nouveaux cas confirmés incluant 12 décès, ont été rapportés dans les"
26,1,34,"zones de santé de Mongbwalu (13), Rwampara (11), Bunia (10), Tchomia (2) et Lita (1), de la province"
26,1,35,de l’Ituri.
26,1,36,• Une (1) nouvelle zone de santé a été affectée dans la province de l’Ituri : il s’agit de la Zone de Santé de
26,1,37,Tchomia.
26,1,38,• Huit (8) patients confirmés de la maladie à virus Ebola dont 7 dans la ZS de Nyankunde et 1 à
26,1,39,Mongbwalu (province de l’Ituri) ont été déclarés guéris.
26,1,40,• Lancement des activités de prise en charge médicale dans deux (2) centres de traitement Ebola (HGR
26,1,41,Bunia et HGR Rwampara).
26,1,43,2. CONTEXTE ÉPIDÉMIOLOGIQUE ET OPÉRATIONNEL
26,1,44,"La province de l'Ituri, située au Nord-Est de la République Démocratique du Congo, partage une frontière"
26,1,45,"longue et poreuse avec l'Ouganda et le Soudan du Sud. Depuis plus de deux décennies, elle est confrontée"
26,1,46,à une crise humanitaire chronique liée aux conflits armés et aux déplacements récurrents de populations. Sa
26,1,47,"population est estimée à plus de 8 millions d'habitants, dont plus d'un million de déplacés internes. La zone"
26,1,48,"de santé de Mongbwalu, considérée comme le point de départ de l'épidémie, est située dans le territoire de"
26,1,49,"Djugu à 70 km de Bunia. Cette zone se caractérise par la présence de groupes armés, des mouvements"
26,1,50,"fréquents de population vers l'Ouganda, et de nombreux chantiers miniers artisanaux attirant des travailleurs"
26,1,51,"migrants. En septembre 2018, la province de l'Ituri avait déjà été touchée par la 10ème épidémie de MVE qui"
26,1,52,"sévissait alors au Nord-Kivu. L'épidémie actuelle, due au Bundibugyo ebolavirus, a été déclarée officiellement"
26,1,53,le 15 mai 2026 par le ministre de la Santé Publique. Les trois provinces touchées comptent une population
26,1,54,"totale estimée à près de 15 millions d'habitants, avec des déplacements internes massifs et des flux"
26,1,55,transfrontaliers vers les pays voisins.
26,2,1,Figure 1. Chronologie des faits de l’épidémie de la maladie à virus Ebola-Bundibugyo.
26,2,3,3. ANALYSE ÉPIDÉMIOLOGIQUE DÉTAILLÉE
26,2,4,3.1 Distribution spatiale et foyers actifs au 09 juin 2026
26,2,6,Nouveaux
26,2,7,Cas Décès Zones de santé cas
26,2,8,Province Létalité
26,2,9,confirmés (confirmés) touchées confirmés
26,2,10,(24h)
26,2,11,"Ituri 600 104 17,3% 18 sur 36 (50,0 %) 37"
26,2,12,"Nord-Kivu 32 22 68,8% 7 sur 34 (20,6 %) 0"
26,2,13,"Sud-Kivu 3 1 33,3% 1 sur 34 (2,9 %) 0"
26,2,14,"Total 635 127 20,0% 26 sur 104 (25,0 %) 37"
26,2,15,"• Une nouvelle zone de santé touchée en l’occurrence celle de Tchomia (province de l’Ituri). Ainsi, le nombre"
26,2,16,des ZS affectées en Ituri passe à 18/36 et de 25 à 26/104 pour le pays (section 3.1). En date du 09 juin
26,2,17,"2026. La province de l’Ituri détient 94,4% des cas confirmés rapportés dans les 3 provinces touchées. La"
26,2,18,"province du Nord-Kivu reste la plus affectée en termes de létalité (68,8%) tandis que la province de l’Ituri"
26,2,19,"maintient une faible létalité (17,3%) en dépit du grand nombre de décès enregistrés. La situation reste"
26,2,20,"statique dans la province du Sud-Kivu, qui avait enregistré son dernier cas confirmé en date du 26 mai"
26,2,21,2026.
26,2,22,3.2 Répartition par zone de santé (Cumul au 09/06/2026)
26,2,24,"• Province de l'Ituri (600 cas) : Bunia (173), Rwampara (133), Mongbwalu (127), Nyankunde (32), Rimba"
26,2,25,"(3), Mambasa (2), Bambu (5), Aru (3), Damas (3), Kilo (4), Nizi (5), Mangala (1), Aungba (2), Gety (1),"
26,2,26,"Komanda (3), Lita (5), Logo (2) et Tchomia (2). Quatre-vingt-quatorze (94) cas supplémentaires sont en"
26,2,27,cours de ventilation.
26,2,28,"• Province du Nord-Kivu (32 cas) : Katwa (12), Beni (9), Butembo (6), Oicha (2), Kalunguta (1), Kyondo"
26,2,29,"(1), Goma (1)."
26,2,30,• Province du Sud-Kivu (3 cas) : Miti-Murhesa (3).
26,2,35,2
26,3,1,"3.3 Analyse temporelle : On observe un nombre croissant des cas confirmés d’une semaine à l’autre,"
26,3,2,traduisant une transmission continue de la maladie dans la communauté. Une expansion géographique brutale
26,3,3,de l’épidémie est à craindre si les actions de santé publique ne sont pas mises en œuvre rapidement.
26,3,8,3.4 Cartographie épidémique
26,3,13,Figures 2 & 3. Spatialisation des cas confirmés de la MVE par zone de santé affectées et dans les
26,3,14,trois provinces touchées en date du 09 Juin 2026
26,3,17,3
26,4,1,Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et
26,4,2,"par province, République Démocratique du Congo, au 09 juin 2026."
26,4,4,Décès
26,4,5,Cas confirmés
26,4,6,Province / Zone de santé confirmés Létalité (%)
26,4,7,cumulés (n)
26,4,8,cumulés (n)
26,4,9,ITURI
26,4,10,"Bunia 173 15 8,7%"
26,4,11,"Rwampara 133 25 18,8%"
26,4,12,"Mongbwalu 127 47 37,0%"
26,4,13,"Nyankunde 32 1 3,1%"
26,4,14,"Bambu 5 2 40,0%"
26,4,15,"Aru 3 1 33,3%"
26,4,16,"Kilo 4 1 25,0%"
26,4,17,"Nizi 5 0 0,0%"
26,4,18,"Mangala 1 0 0,0%"
26,4,19,"Damas 3 0 0,0%"
26,4,20,"Aungba 2 1 50,0%"
26,4,21,"Gety 1 0 0,0%"
26,4,22,"Komanda 3 0 0,0%"
26,4,23,"Lita 5 0 0,0%"
26,4,24,"Logo 2 0 0,0%"
26,4,25,"Mambasa 2 1 50,0%"
26,4,26,"Rimba 3 0 0,0%"
26,4,27,"Tchomia 2 0 0,0%"
26,4,28,"Autres ZS (données non ventilées) 94 10 10,6%"
26,4,29,"Sous-total Ituri 600 104 17,3%"
26,4,30,NORD-KIVU
26,4,31,"Katwa 12 8 66,7%"
26,4,32,"Beni 9 7 77,8%"
26,4,33,"Butembo 6 4 66,7%"
26,4,34,"Oicha 2 2 100,0%"
26,4,35,"Kalunguta 1 1 100,0%"
26,4,36,"Kyondo 1 0 0,0%"
26,4,37,"Goma 1 0 0,0%"
26,4,38,"Sous-total Nord-Kivu 32 22 68,8%"
26,4,39,SUD-KIVU
26,4,40,"Miti-Murhesa 3 1 33,3%"
26,4,42,"Sous-total Sud-Kivu 3 1 33,3%"
26,4,44,"TOTAL 635 127 20,0%"
26,4,47,4
26,5,1,4. ACTIONS DE RIPOSTE PAR PILIER
26,5,2,4.1 Coordination
26,5,3,National / Ituri :
26,5,4,• Organisation de cérémonies marquant la guérison et la sortie des patients dans les zones de santé
26,5,5,de Nyankunde et Mongbwalu.
26,5,6,"• Conduite, le 08 juin, d’une mission d’évaluation de la préparation à Kinshasa (hôpital du"
26,5,7,cinquantenaire) par Monsieur de Directeur de Cabinet de Son Excellence Monsieur le Ministre de
26,5,8,"Santé Publique, Hygiène et Prévoyance Sociale avec le Centre d’Opérations d’Urgence de Santé"
26,5,9,Publique.
26,5,10,• Poursuite de l’appui aux piliers de la réponse.
26,5,11,• Tenue de la réunion de coordination journalière avec les PTFs et les membres du SGI.
26,5,12,• Finalisation du CONOPS.
26,5,13,4.2 Surveillance épidémiologique
26,5,15,Tableau 2. Gestion des alertes épidémiologiques (24h) au 09 juin 2026
26,5,17,Indicateur Ituri Nord-Kivu Sud-Kivu Total
26,5,18,Alertes remontées 78 526 12 616
26,5,19,Alertes investiguées 57 505 12 574
26,5,20,"Taux d'investigation 73,1% 96,0% 100,0% 93,2%"
26,5,21,Vivantes 38 50 1 89
26,5,22,Alertes validées
26,5,23,Décédées 11 19 0 30
26,5,24,Total des cas suspects du jour 49 69 1 119
26,5,26,"En date du 09 juin 2026, 616 alertes ont été remontées à travers les trois provinces touchées, 574 (93,2%)"
26,5,27,"de ces alertes étaient investiguées. Ainsi, 119 cas suspects (30 décès) ont été enregistrés dans les 3"
26,5,28,provinces touchées.
26,5,29,Tableau 3. Suivi des contacts des cas confirmés au 09 juin 2026
26,5,31,Province Contacts sous suivi (n) Contacts vus (n) Taux de suivi (%)
26,5,32,"Ituri 4 955 2 860 57,7%"
26,5,33,"Nord-Kivu 841 597 71,0%"
26,5,34,"Sud-Kivu 226 222 98,2%"
26,5,35,"Total 6 022 3 679 61,1%"
26,5,37,"• Poursuite des activités de surveillance sur terrain (remontée des alertes, investigations, recherche active,"
26,5,38,"listage et suivi des contacts, revue documentaire rétrospective des cas et décès, etc.)."
26,5,39,• Formation des MCZ de l’antenne PEV Bunia sur le fonctionnement de la surveillance dans l’approche
26,5,40,"zonale,"
26,5,41,• Mission conjointe pilier surveillance et prise en charge pour évaluer la capacité d’isolement.
26,5,42,• Déploiement des épidémiologistes seniors dans les ZS Bunia et Rwampara.
26,5,45,5
26,6,1,"• 439 nouveaux contacts ont été listés dont 215 à Rwampara, 154 à Bunia et 70 dans la ZS de Mongbwalu"
26,6,2,tandis que 406 contacts ont achevé leur suivi de 21 jours avec succès (381 à Nyankunde et 25 à
26,6,3,Rwampara).
26,6,5,Point sur les activités de points de contrôle et points d’entrées (PoC/PoE)
26,6,6,"• Pour la journée du 09 juin 2026, 3 alertes ont été notifiées et validées dont 2 (corps sans vie) au PoC"
26,6,7,"Dele/ZS Rwampara, et 1 alerte (corps sans vie) au PoC Mudzibala/ZS Bunia."
26,6,9,Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) du 09 juin 2026
26,6,11,Indicateurs Résultats
26,6,12,"Proportion de PoC activés 27,2% (15/55)"
26,6,13,Nombre des voyageurs passés 24 324
26,6,14,"% des voyageurs screenés 98,2%"
26,6,15,"% des voyageurs ayant lavé les mains 98,3%"
26,6,16,"%des voyageurs sensibilisés 97,1%"
26,6,17,Nombre d’alertes notifiées 3
26,6,18,Nombre d’alertes validées 3
26,6,19,% de résultats disponibles dans 24h 0%
26,6,20,Nombre d’alertes transférées au CT/CTE ou pour EDS 0
26,6,21,Nombre de contacts interceptés ce jour 0
26,6,23,4.3 Laboratoire
26,6,24,"• Ituri : 54 nouveaux échantillons collectés et analysés (positivité 68,5% ; n=37)"
26,6,25,"• Nord-Kivu : 48 nouveaux échantillons collectés dont 12 analysés, tous sont revenus négatifs à la"
26,6,26,"MVE au 09 juin 2026, 182 résultats restent en attente par insuffisance des réactifs."
26,6,27,"• Sud-Kivu : 2 échantillons reçus et analysés au laboratoire, tous négatifs à la MVE."
26,6,29,4.4 Prévention et Contrôle de l'Infection (PCI)
26,6,30,• Ituri : Evaluation PCI de 9 établissements de soins de santé dont 5 dans la ZS de Bunia (score : 21 à
26,6,31,"51,6%) et 4 dans la ZS d’Aru (score : 16,6% à 33,3%) ; dotation en kits de lavage des mains à 154"
26,6,32,centres d’examens TENASOSP et EXETAT ; poursuite de la formation de 50 prestataires des soins
26,6,33,(20 superviseurs et 30 points focaux) de 16 ESS de la ZS de Bunia sur la PCI ; ouverture du ring au
26,6,34,"CS Bora Uzima/ZS de Bunia (ménages, églises et ESS identifiés) ; briefing de 51 prestataires de soins"
26,6,35,"de 6 ESS de la ZS de Bunia sur gestion des déchets, l'hygiène des mains, bio nettoyage, le port et"
26,6,36,"retrait des EPI ; briefing de 25 IT, 12 PPL et 3 TS de la ZS d’Aru sur gestion des déchets, le"
26,6,37,"bionettoyage, port et retrait des EPI ; décontamination l’HGR Rwampara où était admis les cas"
26,6,38,suspects et confirmés de MVE ; briefing de 6 agents de la croix rouge locale de la ZS de Bambu sur
26,6,39,les EDS.
26,6,41,"• Nord-Kivu : Evaluation scorecard du CS Katiri (69,4%) dans la ZS de Kyondo ; le score obtenu est"
26,6,42,"de 69,4% ; tenue d’une réunion de prise de contact de tous les partenaires impliqués dans la PCI pour"
26,6,43,cartographie et harmonisation des activités dans la ZS de Katwa ; décontamination de 2 ESS autour
26,6,44,des derniers cas confirmés dans la ZS de Butembo ; évaluation du risque d’exposition de 8
26,6,45,"prestataires des soins (6/8 haut risque, tous mis en quarantaine) dans la ZS de Butembo ; évaluation"
26,6,46,6
26,7,1,PCI du site de la MONUSCO de Mubambiro et accompagnement de l’équipe pour la mise en place
26,7,2,des mesures de PCI et directives sur l’isolement des cas suspects ; briefing de 6 prestataires du CS
26,7,3,"Kasisi sur le port et retrait des EPI, évaluation des risques, nettoyage et désinfection des locaux."
